article_url,article_title,article_summary,publish_date,article_authors,timestamp,Category,checked
https://www.cnn.com/2025/12/28/politics/2028-presidential-election-republicans-vance-rubio-analysis,It’s time for Republicans to start thinking about 2028 and the post-Trump era,"JD Vance is Republicans’ 2028 pace car WOLF: Democrats will have a wide-open field with no clear leader in 2028.
Trump is teasing a Vance-Rubio ticket WOLF: Trump likes to make jokes about Vance and Rubio running together.
He is attached to President Trump for all four years.
He could continue to evolve WOLF: Vance is someone whose politics and allegiances have shifted multiple times in his relatively short political career.
WOLF: Trump is so unique because he has this committed following of supporters.",2025-12-28 00:00:00,['Zachary B. Wolf'],1766926826.663649,Other,
https://www.cnn.com/2025/12/28/europe/italy-arrests-hamas-charities-funding-intl,Italy arrests nine over alleged Hamas funding through charities,"Italian prosecutors said on Saturday they had arrested nine people on suspicion of financing Hamas through charities based in Italy, in an operation coordinated by anti-mafia and anti-terrorism units.
Those arrested allegedly diverted to Hamas-linked entities around 7 million euros ($8.24 million) raised over the last two years for ostensibly humanitarian purposes, prosecutors said.
Police seized assets worth more than 8 million euros.
Meloni’s support for Israel during its war with Hamas in Gaza has triggered large and repeated street protests in Italy.
It was triggered by a Hamas-led attack on southern Israel on October 7, 2023, which killed around 1,200 people, according to Israeli tallies.",2025-12-28 00:00:00,[],1766926829.7541611,Other,
https://www.cnn.com/travel/most-exciting-new-trains-for-2026,The most exciting new trains coming in 2026,"From budget overnight services to hyper-luxury “land cruises,” the range and quality of rail travel continue to expand.
Together, they offer a snapshot of how rail travel is changing — and why 2026 may prove a particularly exciting year for trains, both practical and indulgent.
Among the best in the world are the sleek red trains operated by Trenitalia and its privately owned rival, Italo.
Rocky Mountaineer expansion The glass-roofed Rocky Mountaineer, long positioned at the premium end of scenic rail travel, is expanding with a new limited-edition route in 2026.
Seven Stars in Kyushu One of the world’s most exclusive luxury trains, Japan’s Seven Stars in Kyushu accommodates just 28 passengers per trip and is booked years in advance.",2025-12-28 12:00:58.908000+00:00,['Ben Jones'],1766926840.744709,Other,
https://www.cnn.com/2025/12/28/entertainment/video/french-actress-brigitte-bardot-obit-digvid,Legendary French actress Brigitte Bardot dies at 91,"Brigitte Bardot, the iconic actress known for films like ""Helen of Troy"" and ""Dear Brigitte,"" has died at 91 years old, according to a statement from her foundation given to CNN on Sunday.
After retiring from acting, she carved an unconventional path as an advocate for animal rights.
CNN's Stephanie Elam reports.",2025-12-28 00:00:00,['Zane Heinlein'],1766926844.766893,Other,
https://www.cnn.com/2025/12/28/health/video/creatine-allison-morrow-digvid-vrtc,Does creatine live up to the hype?,"Creatine is everywhere, again, and those who take it claim it boosts muscle, mood, memory, and sleep.
CNN’s Allison Morrow put that to the test, taking creatine for six months to see if it really lives up to gymfluencers’ claims and what health experts have to say about it.
From Tokyo to Baghdad, videos capture how people all across the world are celebrating Christmas this year.
New York City’s MetroCard transformed one of the world’s busiest transit systems and is set to be phased out by December 31, 2025.
Each Christmas, letters to Santa pour in from around the world to a small town just outside Oslo.",2025-12-28 00:00:00,['Sophia Anderson'],1766926847.4254534,Other,
https://www.cnn.com/2025/12/28/health/video/ctm-flu-cases-rise-dr-debra-houry,Former CDC Chief Medical Officer criticizes Health Department’s handling of rising flu cases,Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues Ad never loaded Ad prevented/slowed the page from loading Content moved around while ad loaded Ad was repetitive to ads I've seen previously Other issues,2025-12-28 00:00:00,[],1766926851.2751677,Other,
https://www.cnn.com/politics/live-news/trump-zelensky-ukraine-news-12-28-25,Live updates: Trump and Zelensky meet for Ukraine war talks,"US President Donald Trump is set to meet with his Ukrainian counterpart Volodymyr Zelensky later today, in the latest round of talks hoping to navigate an end to Russia’s war in Ukraine.
President Donald Trump said the issue of affordability, or as he called it, “pricing,” will be a dominant issue facing voters ahead of next year’s midterm elections.
It includes a 2021 subpoena to Mar-a-Lago before Maxwell’s trial and the email from federal prosecutors about President Donald Trump flying on Epstein’s jet in the 1990s.
Ukrainian President Volodymyr Zelensky is set to meet with his US counterpart, Donald Trump, in Florida today for key talks in the effort to end Russia’s war in Ukraine.
Russia launches massive attack on Kyiv Russia carried out attacks on Ukraine overnight, the day before Ukraine’s President Volodymyr Zelensky is set to meet President Donald Trump in Florida.",2025-12-28 13:27:42.972000+00:00,['Meg Wagner'],1766930272.6896462,Other,
https://www.cnn.com/2025/12/27/business/warren-buffett-berkshire-hathaway-pitchman,"With Warren Buffett’s retirement, Berkshire Hathaway loses its best pitchman","Warren Buffett became the the world’s most famous investor because of his sage investment wisdom at the helm of Berkshire Hathaway.
It joined through an indirect line of corporate takeovers, after Berkshire Hathaway acquired Alleghany in 2022, the parent company of Squishmallow-maker Jazwares.
Squishmallow made its first appearance in Omaha in 2023, debuting a Warren Buffett and Charlie Munger plush.
Heinz Warren Buffett has a long corporate history with Heinz.
Brooks Running Not everyone can run Berkshire Hathaway, but at least you can run with Berkshire-backed Brooks Running shoes, with the founder himself on the soles.",2025-12-27 00:00:00,['Ramishah Maruf'],1766930297.220005,Other,
https://www.cnn.com/2025/12/26/media/its-a-wonderful-life-abridged-version,The strange history of the abridged version of ‘It’s a Wonderful Life’ that cuts out the movie’s pivotal scene,"That’s the surprise you got if you selected the “abridged” version of the Christmas classic “It’s a Wonderful Life” on Amazon Prime Video.
‘The Greatest Gift’ “It’s a Wonderful Life” is loosely based on the 1943 short story “The Greatest Gift,” written by Philip Van Doren Stern.
Republic then entered into an exclusive agreement with NBC to broadcast “It’s a Wonderful Life” from then on.
In addition to Legend’s abridged version of “It’s a Wonderful Life,” Amazon also streams Legend’s colorized version of the film for Prime customers.
The story of the abridged version of “It’s a Wonderful Life” is as complex as the copyright saga itself.",2025-12-26 00:00:00,['David Goldman'],1766930301.8743749,Other,
https://www.cnn.com/2025/12/27/business/fed-k-shaped-economy-interest-rates,The Fed admits it can’t fix an economic problem it helped create,"In 2020, the Fed was justified in slashing interest rates to near-zero to support an economy battered by the pandemic.
The Fed kept rates at ultra-low levels until March 2022, when it began to hike rates aggressively to combat inflation.
That means it can’t help specific groups whenever it’s trying to boost or ease pressure off the labor market, which is what officials are currently doing.
Over the past two years, the Fed has lowered its benchmark lending rate by 1.75 points in an effort to keep the labor market afloat.
“This means we cannot let the labor market falter.",2025-12-27 00:00:00,['Bryan Mena'],1766930315.1667583,Other,
https://www.cnn.com/2025/12/23/business/video/max-tegmark-ai-superintelligence-jobs-spc-digvid,Max Tegmark predicts superintelligence could make “everybody economically obsolete”,,2025-12-23 00:00:00,['Sandy Thin'],1766930321.788553,Other,
https://www.cnn.com/2025/12/26/business/powerball-jackpot-winning-ticket-arkansas,$1.8 billion Powerball winner could remain anonymous for some time under Arkansas law,"Keeping the windfall private Arkansas is one of a growing number of states allowing lottery winners to remain anonymous.
Even without outside pressure, the sudden influx of wealth has financially destroyed some jackpot winners who weren’t prepared to manage it.
Strong, Arkansas Lottery executive director, agrees.
He won a $29 million Powerball prize in 1999 at the age of 21, allowing him to retire from his job as a gas station attendant.
In this case, the Murphy USA gas station in Cabot will receive a $50,000 prize.",2025-12-26 00:00:00,"['Toni Odejimi', 'Rafael Romo']",1766930336.0913234,Other,
https://www.cnn.com/2025/12/28/business/nyc-metrocard-retired,The end of the line: New York City’s iconic MetroCard is about to go out of service,"From tokens to cards New York City subway’s iconic tokens were the default form of fare payment before the MetroCard was introduced.
At one point the MTA considered integrating MetroCards with pay phones so callers didn’t have to use coins (that didn’t end up happening, though).
A collector’s item But just as New York subway tokens became icons of the city, so did the MetroCard.
The year the MTA launched the MetroCard, 1994, was also when it released an inaugural limited edition card.
To his surprise, many of those customers aren’t based in New York and yet they exhibit the same admiration for the MetroCard as lifelong New Yorkers.",2025-12-28 00:00:00,['Elisabeth Buchwald'],1766930348.4299686,Other,
https://www.cnn.com/2025/12/28/us/winter-weather-alerts-weekend-travel,Millions under winter weather alerts on busy post-holiday travel day,"At least 2 million people are under blizzard warnings in the Midwest, where winds could gust from 40 to 60 mph.
New England will see rain and freezing rain late Sunday into Monday, but the Ohio Valley and I-95 corridor will see mostly rain.
The National Weather Service office in Des Moines, Iowa, “discouraged” those traveling Sunday into Monday.
Blowing snow will lead to whiteout conditions over northern Iowa Sunday and Sunday night,” the Weather Service said in a post on X.
Sunday’s weather is just the latest in what’s already been a tough travel weekend for those in the northeast.",2025-12-28 00:00:00,['Michelle Watson'],1766949962.2779272,Other,True
https://www.cnn.com/2025/12/28/us/helicopter-collision-new-jersey,"One person is dead and another is injured in midair helicopter crash in New Jersey, officials say","Hammonton, New Jersey (AP) — One person was killed and another was left critically injured after two helicopters crashed in southern New Jersey on Sunday, officials said.
The Federal Aviation Administration described the crash as a midair collision.
One person was killed and another was transported to a nearby hospital with life-threatening injuries.
Video from the scene showed a helicopter spinning rapidly to the ground.
The FAA and National Transportation Safety Board have been notified and will be investigating the crash, Friel said.",2025-12-28 00:00:00,[],1766949965.0580552,Other,True
https://www.cnn.com/2025/12/28/travel/video/mount-etna-eruption-skier-italy-digvid,Skier rides down Mt. Etna as it erupts,Travel expert gives tips for the best deals and destinations in 2026 2:10 Now playing • Source: CNN,2025-12-28 00:00:00,['Zane Heinlein'],1766949968.9610517,Other,True
https://www.cnn.com/2025/12/28/politics/video/times-kid-of-the-year-using-ai-to-help-seniors,How TIME’s Kid of the Year is using AI to help seniors,"CNN values your feedback 2.
Did you encounter any technical issues?
Your effort and contribution in providing this feedback is much appreciated.",2025-12-28 00:00:00,['Jake Tapper'],1766949974.5937784,Other,True
https://www.cnn.com/2025/12/28/politics/video/ai-impact-on-kids-will-make-a-preexisting-problem-much-worse,"Author on AI’s impact on kids: ‘It’s likely to make a preexisting problem much, much worse’","CNN values your feedback 1.
How relevant is this ad to you?",2025-12-28 00:00:00,['Jake Tapper'],1766949978.267638,Other,True
https://www.cnn.com/2025/12/28/middleeast/harsh-winter-weather-flooding-despair-gaza-intl,A weekend of harsh winter weather brings more death and despair to people in Gaza,"Fierce rain and bitter cold continued to batter Gaza this weekend, as the number of Palestinians killed by the harsh winter weather continues to rise.
Sunday saw two people killed, including a seven-year-old child, when a wall collapsed due to the cold weather, according to Gaza’s civil defense.
At least 49 buildings have collapsed due to the weather since the onset of Winter, the GMO added.
In Khan Younis, people woke up to pools of water in their tents after a night of heavy rainfall, according to a spokesperson for the Civil Defense in the Rafah Governorate.
Harsh winter weather is compounding more than two years of suffering.",2025-12-28 00:00:00,"['Mohammed al-Sawalhi', 'Ibrahim Dahman', 'Caitlin Danaher']",1766949999.3099172,Other,True
https://www.cnn.com/2025/12/28/middleeast/syria-alawites-clashes-counter-demonstrators-intl,"Syria: 3 dead, dozens injured during clashes between Alawites and counterdemonstrators","Clashes broke out on Syria’s coast between protesters from the Alawite religious minority and counterdemonstrators on Sunday, killing at least three people and injuring dozens of others, health officials said.
Security forces tried to break up the two sides and fired into the air in an attempt to disperse them.
Later, state-run news agency SANA reported that a member of the security forces was killed by gunfire.
In March, an ambush carried out by Assad’s supporters against security forces triggered days of violence that left hundreds of people dead, most of them Alawites.
During the rein of the Assad dynasty, Alawites were overrepresented in government jobs and in the army and security forces.",2025-12-28 00:00:00,[],1766950001.953442,Other,True
https://www.cnn.com/2025/12/28/sport/tennis-battle-sexes-nick-kyrgios-aryna-sabalenka,Kyrgios beats Sabalenka in ‘Battle of the Sexes’ showdown,"The clash between four-times Grand Slam champion Sabalenka and former world number 13 Kyrgios was billed as entertainment but critics warned that it risked reducing women’s tennis to a sideshow and trivializing its progress toward equality.
“I don’t think many people would have put their hand up to be in this position, especially in my position,” Kyrgios said.
‘Great Opportunity’ “It was a really tough match,” Kyrgios added.
“I think I put on a great fight,” Sabalenka said.
“I made a lot of great shots, moved a lot to the net … great drop shots, Nick, great serving.",2025-12-28 00:00:00,[],1766950009.6548567,Other,True
https://www.cnn.com/2025/12/28/world/video/taiwan-earthquake-tremors-vrtc,7.0 magnitude earthquake strikes Taiwan,"Footage captured the moment a mother carried her child to safety after a 7.0 magnitude earthquake struck Taiwan.
The quake hit the northeastern coastal city of Yilan on Saturday and it was felt across Taiwan including the city of Taipei, the island’s weather administration said, with no immediate reports of major damage.
Iconic French actress Brigitte Bardot passed away on Sunday at the age of 91, according to a statement from her foundation.
Russia carried out attacks on Ukraine overnight, the day before Ukraine’s President Volodymyr Zelensky is set to meet President Donald Trump in Florida.
The aerial attack killed at least two people and injured 44 more, according to local authorities.",2025-12-28 00:00:00,['Jocelyn Contreras'],1766950012.225016,Other,True
https://www.cnn.com/2025/12/28/health/miscarriage-essay-wellness,My miscarriage was an isolating experience until I saw I didn’t have to go through it alone,"I was 18 weeks’ pregnant nearly four years ago when I learned of my miscarriage during a routine ultrasound.
The pregnancy loss community is a hellish club to join, but the most loving and supportive group I have ever been a part of.
I had tearful conversations with so many women about miscarriage and pregnancy loss and infertility that, while heartbreaking, filled me up and gave me the fuel to keep going.
Pregnancy loss is an isolating experience, but for better or worse, none of us have to go through it alone.
I’m sorry I didn’t get to be your mom.” So how can anyone deal with pregnancy loss?",2025-12-28 00:00:00,[],1766950015.0352576,Other,True
https://www.cnn.com/2025/12/28/politics/video/independent-senator-bernie-sanders-says-ai-is-the-most-consequential-technology,Sen. Bernie Sanders warns AI is ‘the most consequential technology in the history of humanity’,"CNN values your feedback 1.
How relevant is this ad to you?
Did you encounter any technical issues?",2025-12-28 00:00:00,['Jake Tapper'],1766950018.88688,Other,True
https://www.cnn.com/2025/12/28/entertainment/video/french-actress-brigitte-bardot-obit-vrtc,Actress Brigitte Bardot dies at 91,"Iconic French actress Brigitte Bardot passed away on Sunday at the age of 91, according to a statement from her foundation.
Bardot acted in films internationally, later retiring to become an advocate for animal rights.
Authorities say at least 15 people were killed and others injured after a passenger bus crashed off a highway in western Guatemala.
While the United States’ economy may appear strong on paper, many people say they’re struggling due to rising prices.
The aerial attack killed at least two people and injured 44 more, according to local authorities.",2025-12-28 00:00:00,['Zane Heinlein'],1766950021.4987338,Other,True
https://www.cnn.com/2025/12/28/travel/video/skier-mount-etna-eruption-italy-vrtc,Skier rides down Mt. Etna as it erupts,"Video shows a lone skier riding down Mount Etna in Italy while it erupted.
The volcano, one of the world's most active, saw days of activity before the eruption on Saturday.
Iconic French actress Brigitte Bardot passed away on Sunday at the age of 91, according to a statement from her foundation.
From Tokyo to Baghdad, videos capture how people all across the world are celebrating Christmas this year.
New York City’s MetroCard transformed one of the world’s busiest transit systems and is set to be phased out by December 31, 2025.",2025-12-28 00:00:00,['Zane Heinlein'],1766950024.1944664,Other,True
https://www.cnn.com/african-voices/nigerian-music-executives-canada-afrobeats-global-gateway,How Nigerian music executives are turning Canada into Afrobeats’ next global gateway,"With Africa’s sound driving global pop culture, Hi-Way 89 Entertainment is positioning Canada as a launchpad for the next generation of African and diaspora artists.
CNN’s Larry Madowo follows Nigerian music executives Ikenna Nwagboso and Camillo Doregos as they rethink artist development, collaboration, and global strategy in an evolving music industry.",2025-12-28 19:47:16.420000+00:00,['Lauren Lee'],1766952330.46029,Other,True
https://www.cnn.com/2025/12/28/business/avatar-fire-and-ash-box-office,‘Avatar: Fire and Ash’ ignites box office for second straight weekend,"Moviegoers flocked to theaters for Disney’s “Avatar: Fire and Ash” on the last weekend of the year, solidifying the sci-fi adventure film’s place as one of the biggest blockbusters of 2025.
2 at the box office with $20 million, a 35% jump from last weekend, according to Comscore.
This was the best Christmas week for the box office since 2020, according to Robbins.
The overall domestic box office has grossed $8.76 billion in earnings in 2025, according to Comscore data.
Box office numbers are still well behind 2019, when domestic earnings totaled more than $11 billion.",2025-12-28 00:00:00,['Auzinea Bacon'],1766952336.0191512,Other,True
https://www.cnn.com/2025/12/28/china/china-taiwan-military-drills-hnk-intl,China announces major military drills around Taiwan in ‘serious warning’ against any push for independence,"China’s military announced Monday it was mobilizing army, navy, air and rocket units around Taiwan in major military drills to test what it said was combat readiness and to send a “serious warning” against any push for Taiwanese independence.
Taiwan’s government condemned the drills, accusing China of “military intimidation.” China has significantly stepped up Taiwan encirclement drills since 2022, following then US House Speaker Nancy Pelosi’s visit to Taipei which marked a significant show of support for Taiwan and infuriated Beijing’s leadership.
The areas will be under sea and air space restrictions for 10 hours from 8:30 a.m. local time.
“This exercise serves as a serious warning to ‘Taiwan independence’ separatist forces and external interfering forces, and is a legitimate and necessary action to safeguard national sovereignty and maintain national unity,” Shi said.
China’s Communist Party claims self-ruled and democratic Taiwan as part of its sovereign territory, despite never having controlled it.",2025-12-28 00:00:00,"['Laura Sharman', 'Yong Xiong', 'Wayne Chang']",1766983403.4016428,Other,True
https://www.cnn.com/2025/12/28/world/video/families-in-gaza-facing-food-insecurity-and-harsh-winter-conditions,Families in Gaza facing food insecurity and harsh winter conditions,Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues Ad never loaded Ad prevented/slowed the page from loading Content moved around while ad loaded Ad was repetitive to ads I've seen previously Other issues,2025-12-28 00:00:00,['Jamille Whitlow'],1766983409.7397673,Other,True
https://www.cnn.com/2025/12/28/world/video/trump-says-he-made-a-lot-of-progress-with-zelensky,Trump says he ‘made a lot of progress’ in meeting with Zelensky,Travel expert gives tips for the best deals and destinations in 2026 2:10 Now playing • Source: CNN,2025-12-28 00:00:00,['Steven Kern'],1766983415.6487176,Other,True
https://www.cnn.com/2025/12/28/americas/mexico-train-interoceanic-intl-latam,Mexico train derailment: At least 13 dead after Interoceanic Train derails in Oaxaca,"At least 13 people have died and 98 were injured after a train derailed in Mexico on Sunday, according to the Mexican Navy.
The derailment occurred in Asunción Ixtaltepec, Oaxaca, on the train’s main line between Veracruz and Salina Cruz.
In a statement, the navy said that 36 people required hospital care and the rest sustained minor injuries.
Hundreds of naval personnel and rescue vehicles have been sent to the scene, it said.
Its main line only came into service in 2023, under a new program by then-Mexican president Andrés Manuel López Obrador to promote economic development in southern Mexico and create an alternative to the Panama Canal for cargo transport.",2025-12-28 00:00:00,['Alessandra Freitas'],1766983419.4296563,Other,True
https://www.cnn.com/2025/12/28/world/video/nigerians-message-to-trump-lagos-digvid,Nigerians send message to Trump after US airstrikes,Your effort and contribution in providing this feedback is much appreciated.,2025-12-28 00:00:00,['Melani Bonilla'],1766983425.3485363,Other,True
